,Participant,Block_Num,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations
0,BNC06,1,28.7953334125,4.3384505375,24.456882874999998,288.02252527069817,14.003589505049423,0.5753911466700121,44.0
1,BNC06,2,19.614717374999998,4.20528575,15.409431625,210.77315350028067,14.853132801587204,0.5813789825780232,33.125
2,BNC06,3,14.348812562500001,2.1400985625000004,12.208714,174.72259203796554,15.90953645198895,0.4343004334182599,30.25
3,BNC10,1,68.029757725,4.7818149000000005,63.247942824999996,305.15788684669326,6.079984748861689,1.643266300085518,44.375
4,BNC10,2,87.66264885,3.5871985874999996,84.0754502625,504.7926971170326,7.531215483358486,0.9029938030596663,92.625
5,BNC10,3,62.276203900000006,4.32256225,57.95364165,476.3459654602495,8.853324716290583,0.6926630879705432,88.875
6,BNC13,1,143.5527036375,10.0571232625,133.495580375,663.2854631569878,5.862373262435236,1.395571035999537,118.125
7,BNC13,2,40.6165898875,7.4815935125,33.134996375,207.98544328692142,9.29014922896896,1.037463488240912,34.375
8,BNC13,3,24.741707625,3.3784853750000003,21.36322225,187.37219076543442,12.511946020366285,0.7022034561968915,30.125
9,BNC14,1,95.6356436875,6.6749958125,88.96064787499999,470.1514770112773,7.009971352193634,0.6140817319834997,140.625
10,BNC14,2,37.86382725,3.87327075,33.9905565,272.7940713764879,10.73481449712662,0.4573089829346768,74.125
11,BNC14,3,22.68579405,2.803484175,19.882309874999997,212.465508511245,13.871749236595399,0.3774352413346004,51.625
12,BNC15,1,79.264078925,12.185664050000002,67.078414875,335.35490992380096,7.17026305103262,1.8721995095257251,42.25
13,BNC15,2,42.067931375,7.692148874999999,34.3757825,259.8991998917336,9.445252400943293,1.368603269745864,31.75
14,BNC15,3,30.221059525,5.01150665,25.209552875,221.75027318100413,11.286193135745396,1.0330684807036379,26.5
15,BNC16,1,266.628561375,14.27933315,252.349228225,929.8123365298945,4.11760549803246,1.2445842348684897,225.875
16,BNC16,2,73.7105857375,5.9484434875000005,67.76214225000001,428.61240237075594,7.045586406083165,0.8118256070152161,88.75
17,BNC16,3,79.82525456249999,5.1807634375,74.644491125,439.52317531516644,8.805059981003527,0.8716440073929815,83.625
18,BNC17,1,130.7921928875,18.5369327625,112.25526012499999,291.11718760853444,3.141017610402698,4.426967718362437,35.125
19,BNC17,2,140.354642825,4.4208592,135.93378362500002,669.4119674084948,5.516226499422773,1.531941434484234,92.375
20,BNC17,3,102.461112325,5.87562015,96.585492175,491.45604803320725,6.509254981432234,1.3641490026879244,68.5
21,BNC18,1,84.28628373750001,19.0458321125,65.24045162499999,450.00522500684025,9.906873674441455,0.9681617962708879,80.875
22,BNC18,2,47.7212705625,8.3143771875,39.406893375,283.7159579641027,9.411422446763329,0.9714949154187837,52.25
23,BNC18,3,28.233420012499998,6.9925187625,21.24090125,209.18049289997901,13.217270592707731,0.6399110234397796,42.25
24,BNC19,1,66.936922025,6.46854065,60.468381375,334.8277575939248,6.967441384036111,1.214468967210635,58.375
25,BNC19,2,46.3594990875,7.2051262125,39.15437287500001,299.10003921543824,10.309754957710348,0.8634218062299307,55.125
26,BNC19,3,13.6697538375,2.7978435875,10.871910249999999,143.04965000498072,13.614612507726864,0.6642797274872965,19.625
27,BNC20,1,67.459713,5.540661999999999,61.919051,435.33240060058426,10.330029669103986,1.0111933382057996,61.5
28,BNC20,2,24.155369725,4.01597385,20.139395874999998,213.55725389171977,14.236838767886228,0.8414901740784178,27.375
29,BNC20,3,15.618476362500001,3.4508981125,12.16757825,164.17754170866095,15.494166063491086,0.7134843830880856,19.0
30,BNC24,1,70.35336910000001,4.54566535,65.80770375,407.2906326927453,6.525405241438045,1.361858606977136,59.625
31,BNC24,2,32.005603775,3.4271530625,28.5784507125,261.1456781617878,11.10977833197289,0.8739058370388152,35.25
32,BNC24,3,36.21709063749999,2.2534020125,33.963688625,281.76680771344206,11.612595186500654,0.8097495315640417,39.625
33,BNC25,1,107.8888076625,7.3600916625,100.52871599999999,506.6836269608048,6.018522151421566,1.7666338173662606,76.625
34,BNC25,2,107.12245557499999,5.98769145,101.134764125,527.7785169310498,6.778310566365763,1.092706126992598,91.5
35,BNC25,3,66.4298919875,4.26965545,62.1602365375,392.21691107187263,8.090319911017925,0.9305435774792425,66.0
36,BNC39,1,243.47421835,66.690223825,176.78399452500003,552.0726770673542,3.910470295871325,2.8177706677267746,80.25
37,BNC39,2,36.196189375,7.260918525,28.93527085,186.75839401402595,8.663276104461328,1.5047393840209589,21.375
38,BNC39,3,43.339002125,8.653323375,34.68567875,225.01105469631557,9.879657240615536,1.2556755554077381,29.5
39,BNC40,1,171.899851125,21.237318,150.66253312499998,573.9865614046219,4.114381380928317,3.611977295914337,75.25
40,BNC40,2,94.87922395000001,7.828418825,87.050805125,385.77965599649235,4.941006636607558,2.166258670905761,49.375
41,BNC40,3,69.58562395,4.431092325,65.154531625,351.7717610467158,6.848399634690985,1.448316063001267,44.5
42,BNC41,1,70.408660875,6.6606616249999995,63.74799925000001,298.74607587107994,6.743186490477436,1.6732637478068133,43.0
43,BNC41,2,40.4961204625,4.0836412125,36.412479250000004,233.15887631277099,9.753657142233827,0.8269730477895272,43.875
44,BNC41,3,62.5566964875,7.976208612500001,54.580487875,313.0465186022728,8.860848651486103,0.9339525746150186,80.25
45,BNC42,1,82.4537168375,6.256263337500001,76.19745350000001,552.7015033599674,11.580371411730516,1.0891081285531543,80.125
46,BNC42,2,29.317042150000002,3.75595765,25.5610845,217.07029263419508,10.316997479165842,0.90088100371758,31.375
47,BNC42,3,23.825697050000002,3.1977068,20.62799025,219.84008397051542,18.049168532475964,0.5659582378321352,31.125
48,BNC43,1,90.4383327875,10.672695775000001,79.76563701250001,319.06088080585374,4.457842046109703,2.1398516235164626,45.875
49,BNC43,2,52.3435501125,6.7612814875,45.582268625000005,262.18099659237527,7.161577858033485,1.2911689005472642,48.375
50,BNC43,3,43.6448427,4.4668245625,39.178018137500004,242.09425783420352,8.136252857292213,0.8443424450026733,49.75
51,BNC44,1,95.280001075,7.241701325000001,88.03829975000001,411.13924972798,4.819964587121788,1.4071361484101934,71.125
52,BNC44,2,63.8890724,5.81225615,58.07681625,278.70401226343813,5.4409148133657474,1.1719411255756689,52.5
53,BNC44,3,46.1608867,3.7661173124999996,42.394769387500006,234.03985486507707,6.783577149797194,1.0072510903126357,43.875
54,BNC45,1,89.19779768749999,5.8599080625,83.337889625,464.22843184652663,6.647839671713547,1.5206051448141693,65.25
55,BNC45,2,51.092969825,3.077402325,48.0155675,305.8096051851552,8.000735633446245,1.0427430201786987,42.5
56,BNC45,3,35.746692249999995,3.4745795,32.27211275,246.8078948902366,10.21149382528137,0.9834017588287904,32.25
57,BNC46,1,172.24864461250002,10.812433862499999,161.43621075,874.2940401647086,6.070520794115383,1.8258317757461122,127.375
58,BNC46,2,40.2136226375,4.413868512500001,35.79975412499999,225.81648008655782,7.056938375227453,1.0075333718106432,37.25
59,BNC46,3,146.7301068875,3.8813063124999996,142.848800575,799.0749524451187,6.66467119481487,0.9822815469853288,143.375
60,BNC47,1,225.59935337500002,16.400963,209.19839037500003,1182.0327743299333,6.712739126023315,1.3371915910228647,181.0
61,BNC47,2,128.49160721249999,9.040265212500001,119.45134199999998,733.1960473620666,7.999528778519077,1.0179874884460358,127.25
62,BNC47,3,60.1924506125,4.979199362499999,55.21325125,507.1016450839777,10.059745797211601,0.7372974994606323,81.625
63,NAV053,1,165.54513265,13.6330549,151.91207775,755.2177924910388,6.584772025215544,1.4349149045218637,116.875
64,NAV053,2,99.58082341249998,5.332629275,94.2481941375,669.5671408024756,8.893316746461377,1.1638113727806227,101.875
65,NAV053,3,28.8220285875,5.0674812125,23.754547375,217.88110252774493,11.120030027638865,0.7898136560449831,31.75
