,Participant,Block_Num,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
0,BNC01,1,60.777061125,2.79081125,57.986249875,447.8645689947185,7.795268751900376,1.0698526483733168,60.0,6.676279816087844
1,BNC01,2,29.047077299999998,2.23279255,26.814284750000002,237.12361746753723,10.660596306724736,0.8533055227132407,33.0,5.829340687912969
2,BNC01,3,18.868351599999997,1.552894225,17.315457375,237.39977917742203,13.794916074956532,0.6023857648162322,32.625,5.597477710333914
3,BNC02,1,48.165150775,6.035874775,42.129276,277.4412962117747,10.064623375472394,1.0967911080403603,39.875,6.054401347606857
4,BNC02,2,10.846469825,2.1850542,8.661415625,153.75030216447345,18.005842490820896,0.5879475700735486,18.625,5.6220551076064105
5,BNC02,3,8.698004300000001,2.1245453,6.573459000000001,134.51452658066347,20.52058164043985,0.5014683017713197,16.625,5.282349721310137
6,BNC03,1,72.222608425,4.9537738000000004,67.26883462500001,559.0583997819544,10.535148034367104,1.1233262095484937,74.75,6.843358507082633
7,BNC03,2,25.8091249625,2.9217929625,22.887332,270.9161892914069,12.733196016042433,0.7170318176144519,36.75,6.113333309593641
8,BNC03,3,24.3175146875,3.0063191875000004,21.3111955,280.3788016320379,15.631733129521239,0.5808697585181788,41.25,5.5752559655107765
9,BNC04,1,62.866423687499996,5.3036231875,57.5628005,329.2266483240161,6.368140854326863,1.3972771680655174,43.25,6.468412632285036
10,BNC04,2,26.073069075,3.3175250750000003,22.755544,199.19495494751274,9.041020207967911,1.0444079005119087,25.5,5.973782733930848
11,BNC04,3,23.761151175000002,3.340587675,20.4205635,202.34539056465167,10.901231405487842,0.9417747532839033,25.0,6.17416853726926
12,BNC05,1,58.650428337499996,5.266028712500001,53.38439962499999,332.7448883820954,9.691998394090266,1.4908591179768549,40.75,7.05441609067868
13,BNC05,2,22.5801140625,3.4146523125,19.16546175,203.24409715511766,15.402130419131447,0.7862044278889191,23.5,6.560931734749282
14,BNC05,3,7.3375129,1.9972200249999998,5.340292874999999,135.52409760278198,26.354971024149584,0.4828522621993285,13.875,6.49959797030677
15,BNC07,1,54.501249975,11.434280975,43.066969,320.90414008901706,8.317160168494064,1.1838723544396723,49.25,5.49998399687029
16,BNC07,2,23.7299230625,2.3569789375,21.372944125,221.18883510249535,12.373320039140784,0.7433357523198421,35.125,4.965405994079855
17,BNC07,3,15.8263749125,1.7849634124999998,14.041411499999999,190.7507192334483,16.509497750589198,0.5110007191391284,29.25,5.021567261980622
18,BNC08,1,50.3185524,3.7029721500000004,46.61558025,449.79164115270737,10.905754243243624,0.8205289175047341,69.0,5.900046499016239
19,BNC08,2,34.043883737499996,2.6831521125,31.360731625,398.76836328215643,14.672424539931443,0.583368324685059,63.0,5.620314505749375
20,BNC08,3,19.313416637499998,2.5153161375,16.7981005,249.05770262526298,18.128905754618515,0.5093522393492576,37.125,5.4881800557510845
21,BNC09,1,122.9716609875,4.4711266125,118.50053437500002,385.9999746241192,3.8987267142647184,2.286956362753268,55.125,5.884304405094774
22,BNC09,2,42.4691377375,3.6350753625,38.834062375,193.2937691773493,6.172429183142454,1.3524589976592671,29.5,4.974319112477234
23,BNC09,3,47.564120887499996,2.4453967624999997,45.118724125,273.64624313255354,8.270788375460421,0.9132997111789558,46.125,4.86020431201241
24,BNC11,1,46.7212154375,5.434655562500001,41.286559874999995,275.25786085918537,8.359324794332384,1.4559750995391572,32.5,7.051288981709369
25,BNC11,2,17.99060545,2.8486997,15.14190575,155.98169571493608,11.236538616953387,1.1187624586131086,15.75,7.000555622583361
26,BNC11,3,10.976175662500001,1.829911125,9.1462645375,140.50268073131207,15.989180469201468,0.7444332789261697,13.625,6.920321654749253
27,BNC12,1,50.786111225,3.8331674749999998,46.95294375,449.46041550283417,14.055391310521546,0.7575936471533832,62.25,6.378553103581579
28,BNC12,2,8.565849862499999,1.4832041625,7.0826457000000005,151.13926426962465,23.57086540004319,0.46603296606592504,17.0,6.07646671965208
29,BNC12,3,6.821041875000001,1.21178925,5.609252625,140.90345608072715,25.10035669543076,0.403499276966741,16.125,5.814257031967447
30,BNC23,1,67.8315813375,5.1704054625,62.661175875,494.0123717556964,12.261668713710533,0.9214214482022208,74.875,5.987943107471615
31,BNC23,2,18.285938512500003,3.0511823875,15.234756125,235.51643235493958,21.447312713044077,0.51434963243137,32.0,5.791898062987949
32,BNC23,3,8.6378670125,2.2447451375,6.393121875,140.4332007548003,24.400725956813517,0.45183417527984676,16.25,5.693350737511319
33,BNC26,1,36.31950619999999,3.6118909500000003,32.70761525,224.62806352708733,7.977029221678679,1.4575003970006986,26.5,6.759557676444636
34,BNC26,2,16.846036112500002,2.9201772375,13.925858875,160.2633698775296,14.297662494201662,0.8060938852202624,18.0,6.150664681650019
35,BNC26,3,8.9701743125,2.0243641875000002,6.9458101249999995,132.41971145712773,18.961271879469642,0.6421407154075092,12.875,6.741424214391802
36,BNC27,1,50.7616874375,3.1783194625,47.583367975,352.936499163519,10.600760697495797,0.9460302027583117,49.5,6.147065709288543
37,BNC27,2,16.7595292625,2.6051126374999996,14.154416625,178.259799746782,14.134159200381298,0.7562827472046734,21.5,6.078961775493715
38,BNC27,3,7.6253053625,1.4860346375,6.139270724999999,138.67693069210878,22.948238699410247,0.4359217587751831,16.125,5.810396960993808
39,BNC28,1,23.580499875,3.04345725,20.537042624999998,212.80923555156568,12.70612106619545,0.9286613000812756,25.125,6.679317549341547
40,BNC28,2,13.505415025000001,2.4925056500000005,11.012909375,176.15148048699314,17.975956853615013,0.5966967912636726,21.625,6.00646224468826
41,BNC28,3,28.324537125,1.62380075,26.700736375,323.9746598951329,20.024704082788386,0.511315855236478,44.0,6.205090271451761
42,BNC29,1,48.0373118375,4.9436075875,43.09370425,355.8187735152339,10.128627001315792,0.897560152828877,51.375,6.005322013460205
43,BNC29,2,44.28390043750001,2.9063710625,41.377529375,329.51219101404405,11.600757274571416,0.7489231360941806,50.0,5.646197433798351
44,BNC29,3,36.8352883125,2.8152718125,34.0200165,337.1374400948119,11.657823685919828,0.6806735363334746,52.5,5.4339481354364345
45,BNC30,1,36.9617139,4.242726775,32.718987125,265.7346527879427,9.785825857303596,1.2025031088953044,36.875,6.152620346407057
46,BNC30,2,16.730036075,4.415116200000001,12.314919875000001,174.2532169451644,14.850172727451469,0.7175808259898571,22.625,5.726540754390663
47,BNC30,3,10.4285600875,3.2648037125,7.163756375,136.59530840580936,19.49842981919555,0.5275858585158306,16.375,5.576987871434834
48,BNC31,1,53.8600552875,6.7205094125,47.139545874999996,283.0714170543774,6.972712570371018,1.6393902740296276,33.75,7.001534591649542
49,BNC31,2,36.041225225,3.5782028500000003,32.463022375,245.37225463240105,8.244357190203704,1.1912710247206308,29.625,6.685316346832926
50,BNC31,3,23.023531912499998,3.7112832875,19.312248625000002,176.3272452715825,10.661972590856642,1.1655955119485295,18.875,6.78922586990339
51,BNC32,1,86.98062591249999,4.6996344125,82.2809915,542.0059434143855,7.675203244596981,1.103302115157978,84.75,6.083464383351215
52,BNC32,2,42.28331245,6.0940247,36.18928775,275.57250713406995,10.543268743607502,1.0663084444438788,38.875,5.788356910521192
53,BNC32,3,39.7085112125,5.3423448375,34.366166375,303.88678544236444,11.491694543476921,1.027929518239885,44.5,5.837565953999503
54,BNC33,1,50.5461370375,5.3379924125,45.208144625,342.0530440619919,11.836110684784424,1.2089137034283137,52.375,6.36997256037772
55,BNC33,2,15.1751895875,3.0888574625,12.086332125,177.63841725414417,20.406449110087394,0.560318205898379,23.75,5.638179619298254
56,BNC33,3,9.133076312499998,3.1280535625,6.00502275,131.9020190823604,22.218870973859215,0.546889776498683,13.875,6.051268348116987
57,BNC34,1,33.0731618875,4.1596370125,28.913524874999997,208.00827980639738,8.170874654060542,1.6016611480205556,23.375,6.950130999897832
58,BNC34,2,28.931512325,3.316869075,25.61464325,236.32082277798273,12.748956963409505,0.9043214498666721,29.5,6.412871670803866
59,BNC34,3,15.994049075,2.475416825,13.51863225,160.86089567915394,13.442566200043544,0.8449514802441617,18.0,6.458451695587311
60,BNC35,1,68.7337571625,5.6267094125,63.10704775,233.46351004549717,4.120262960764913,2.4239101253111506,28.25,6.617975028430266
61,BNC35,2,27.164838025,3.3826079,23.782230124999998,154.29822197375597,6.836719850079477,1.6021183203653147,16.75,6.424196906200475
62,BNC35,3,23.616346625,3.286305875,20.330040750000002,152.7363327509082,7.919974055735992,1.445374322537049,16.75,6.346312820202689
63,BNC36,1,53.67349786249999,7.4585011125000005,46.214996750000005,273.50263408761094,8.657200064192313,1.542894514873712,33.25,6.806833446505948
64,BNC36,2,33.64383775,3.297408,30.34642975,241.1155002045205,11.385304358088103,1.060376789691802,29.25,6.704202271883485
65,BNC36,3,13.9849873375,2.8229212125000003,11.162066124999999,150.26807134790334,16.089693933060545,0.8420554597756155,15.625,6.697909799204204
66,BNC37,1,42.04859845,3.824792575,38.223805875000004,331.49848679710146,8.893869908894334,1.1885635949914737,42.125,6.817830503765952
67,BNC37,2,41.5630836,3.280224725,38.282858874999995,342.429527582093,10.442337721171334,0.9696675858822451,43.25,6.844354095648834
68,BNC37,3,26.9550259625,1.8515045875,25.103521375,279.2052181920227,11.295545788899386,0.8147771200059533,34.125,6.811695229306152
69,BNC50,1,56.5767833375,3.9022605875,52.67452275000001,292.9560704498544,8.148756294281302,1.118964005563484,47.625,5.479759283868056
70,BNC50,2,10.4223762875,1.9954661625,8.426910125,142.1919984386144,17.80742468523415,0.5923743681874003,17.125,5.442990870761708
71,BNC50,3,6.6925116125,1.3350013875,5.3575102249999995,131.91778006148652,25.16118960141815,0.4289393648122162,14.625,5.807930356891913
72,BNC51,1,39.894542425,4.22342755,35.671114875,277.33065578646983,9.218309244547768,1.2180093894634116,33.0,6.971489257646235
73,BNC51,2,15.029714637500001,2.6419821375000003,12.387732500000002,161.52423919819435,14.248717711440346,0.8171979445435857,16.5,6.983832243461922
74,BNC51,3,7.682450537499999,1.4918746625,6.1905758749999995,137.62676468526269,22.13319791679222,0.5653515868781545,13.25,6.884083825336985
75,BNC52,1,28.827752299999997,2.813581675,26.014170625,308.148363110515,13.883409445343602,0.6512919868426634,42.375,6.13968721098502
76,BNC52,2,16.051662574999998,1.773344825,14.278317750000003,225.13109744927948,22.180810221630225,0.48925448302545815,28.125,6.375773352596425
77,BNC52,3,6.5629032249999995,1.3321656000000002,5.230737625,129.70152708008592,24.560667034746952,0.4659309546820011,13.625,6.098371263825845
78,NAV054,1,54.979180774999996,3.47161865,51.507562125,497.7314236986254,12.433099747761387,0.5630133205773828,101.875,4.637419777799166
79,NAV054,2,22.4361508375,1.9710543375000003,20.4650965,271.07666929854093,21.176748253061582,0.3621804126285479,52.625,4.62960551597167
80,NAV054,3,7.055242762500001,1.7576222625,5.2976205,136.39310521629307,26.06597188656921,0.39088451586983275,15.0,5.868022473936811
81,NAV055,1,54.038465450000004,3.8781682,50.16029725,371.4616658738454,10.256805506788055,0.8265801932285182,70.125,4.834579600974646
82,NAV055,2,12.9538103125,2.4376580624999997,10.51615225,161.83923617473596,17.12419319581491,0.48454333418410017,25.75,4.397690063644644
83,NAV055,3,12.1105689125,3.1864719125,8.924097,141.61875480390722,17.26344145602173,0.4335751930062549,23.5,3.917623727733171
84,NAV056,1,77.8644720125,3.8956556375,73.96881637499999,552.452674008206,9.876817356391612,0.7862708341143914,111.75,4.859997661384011
85,NAV056,2,16.747605925000002,1.960509175,14.787096750000002,211.17523163828258,15.556664126997532,0.5206538628103707,30.625,5.609609528240792
86,NAV056,3,17.6186399875,2.0964218625,15.522218125,224.5987633984605,16.79547194415781,0.5140733645729247,35.0,5.1688754240529695
87,NAV061,1,98.7373086375,13.435794637499999,85.301514,506.84912597167255,7.49462134760557,1.6329199129994618,69.625,6.766781838008662
88,NAV061,2,23.728022862499998,5.2822219875,18.445800874999996,191.5019893041876,12.229766286441365,1.0308616368360846,22.5,6.473215408147588
89,NAV061,3,29.393921425,4.554985299999999,24.838936125,252.4645866208149,18.807678561715317,0.7221342895239453,33.125,6.452066609461761
